ID,TDU,REP,PRODUCT,KWH500,KWH1000,KWH2000,RATE_TYPE,TERM_LENGTH,RENEWABLE,PREPAID,TOU,PROMOTION,EFL_URL
11389,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Green Eagle 24,9.1,8.6,8.3,Fixed,24,100,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-G-24mo.pdf
11346,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-3,7.6,7.1,6.9,Fixed,3,13,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=135&term=3135
11263,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,10.3,9.3,8.8,Variable,0,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORXXX0074_ENG_20170502.PDF
11257,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This 24,9.5,8.5,8,Fixed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0236_ENG_20170502.PDF
11251,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This 12,9.7,8.7,8.2,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX0240_ENG_20170502.PDF
11245,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This E-Plan 3,9.3,8.3,7.8,Fixed,3,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXEX0040_ENG_20170502.PDF
11239,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Bright Choice,10.3,9.3,8.8,Variable,1,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDORXXX0201_ENG_20170502.PDF
11142,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Prime Plus - 9,12.9,3.8,7.8,Fixed,9,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL09K4171-458580.pdf
11176,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,EveryDay | EveryNight 24,11.7,9.2,8.9,Fixed,24,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39548&rkey=13600|2020|1004|19588
11226,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Live Brighter 12,9.7,8.7,8.2,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX1549_ENG_20170502.PDF
11128,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11,8.5,8.3,Fixed,24,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen-tree.pdf
11118,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,TXU Energy Saver's Deal 12,13,11.5,7.9,Fixed,12,6,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SAVDL12AI&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR
11041,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Veteran and Active Military 24,9.3,8.3,7.8,Fixed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX1556_ENG_20170502.PDF
11035,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Veteran and Active Military 12,9.3,8.3,7.8,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXX1555_ENG_20170502.PDF
10835,ONCOR ELECTRIC DELIVERY COMPANY,4CHANGE ENERGY,Value Saver 12,9.6,5.6,8.1,Fixed,12,6,FALSE,FALSE,FALSE,http://www.4changeenergy.com/Docs/efl_valsva12eab_o.pdf
11030,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Sure Saver 3,12.6,6.1,8.8,Fixed,3,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21283/EFL/ptc-all/ONCOR/Electric/75001
10795,ONCOR ELECTRIC DELIVERY COMPANY,AMIGO ENERGY,Basics 12 ,9.7,9.2,8.9,Fixed,12,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F48488_3698751.pdf
9835,ONCOR ELECTRIC DELIVERY COMPANY,RELIANT,Reliant Secure Advantage 12,9.9,7.4,7.1,Fixed,12,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812d5001.pdf
10337,ONCOR ELECTRIC DELIVERY COMPANY,POWER EXPRESS,#Apartment12,7.4,10.4,11.9,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_Pro12_PTC_04052017.pdf
10343,ONCOR ELECTRIC DELIVERY COMPANY,POWER EXPRESS,#Easy12,10.7,8.2,9.5,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/efl_TOS_YRAC/onc_easy12_PTC_04022015.pdf
10624,ONCOR ELECTRIC DELIVERY COMPANY,AMIGO ENERGY,Amigo Essentials 36 Month,12.7,8.5,8.4,Fixed,36,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F48137_3698751.pdf
10524,ONCOR ELECTRIC DELIVERY COMPANY,PENSTAR POWER LLC,Silver Power To Choose,11.1,9.6,8.9,Variable,0,11,TRUE,FALSE,FALSE,https://www.penstarpower.com/downloads/smartplan/PenstarOnlineEFLOncorPTCSilver.pdf
10525,ONCOR ELECTRIC DELIVERY COMPANY,PENSTAR POWER LLC,Gold Power To Choose,10.6,9.1,8.4,Variable,0,11,TRUE,FALSE,FALSE,https://www.penstarpower.com/downloads/smartplan/PenstarOnlineEFLOncorPTCGold.pdf
10529,ONCOR ELECTRIC DELIVERY COMPANY,PENSTAR POWER LLC,Platinum Power To Choose ,9.9,8.4,7.7,Variable,0,11,TRUE,FALSE,FALSE,https://www.penstarpower.com/downloads/smartplan/PenstarOnlineEFLOncorPTCPlatinum.pdf
10763,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Lock 12,11.2,9.7,8.4,Fixed,12,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c4993.pdf
10764,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Lock 24,10.9,9.4,8.1,Fixed,24,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c49b1.pdf
10766,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Lock 6,10.7,9.2,7.9,Fixed,6,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c493d.pdf
10749,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Lock 100% Wind 12,12,9.5,9.2,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c4985.pdf
10667,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Premier - 12,6.4,9.7,11.4,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PR12J17171-445915.pdf
10695,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Sure Saver 6,11.8,5.3,8,Fixed,6,0,FALSE,TRUE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21284/EFL/ptc-all/ONCOR/Electric/75001
10697,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Sure Saver 12,11.9,5.4,8.1,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21285/EFL/ptc-all/ONCOR/Electric/75001
10433,ONCOR ELECTRIC DELIVERY COMPANY,PRONTO POWER ,Power Me Pronto - PTC Offer,11.9,10.9,10.4,Variable,1,11,TRUE,FALSE,FALSE,http://powermepronto.com/PDF/PowerMeProntoPowerToChoosePlanONC.pdf
10664,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Free Time-12,9.1,8.5,8.3,Fixed,12,12,FALSE,TRUE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=134&term=12134
9888,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Prime Plus - 12,12.2,3.1,7.1,Fixed,12,16,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL12K10171-463002.pdf
9858,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Prime Plus - 18,12.3,3.2,7.2,Fixed,18,16,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL18K10171-463007.pdf
9969,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant PetLovers 6 Month,13.2,10.4,10.2,Fixed,6,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/6/P0000/EN
9970,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant PetLovers 12 Month,12.9,10.1,9.9,Fixed,12,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/12/P0000/EN
9971,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant PetLovers 24 Month,13.1,10.3,10.1,Fixed,24,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/24/P0000/EN
9972,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant PetLovers 36 Month,13.3,10.5,10.3,Fixed,36,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BPL/36/P0000/EN
9270,ONCOR ELECTRIC DELIVERY COMPANY,TARA ENERGY,Tara Energy Simplicity 24,13.2,9,8.9,Fixed,24,11,FALSE,FALSE,FALSE,https://webs.taraenergy.com/EFLPDFS/TE_Res_EFL_F39008_3698855.pdf
9531,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Price Protect 6,10.5,8.2,7.9,Fixed,6,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20782/EFL/ptc/ONCOR/Electric/75001
9532,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Price Protect 12,9.9,7.6,7.3,Fixed,12,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20783/EFL/ptc/ONCOR/Electric/75001
9533,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Green Price Protect 12,11.9,9.6,9.3,Fixed,12,100,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/20778/EFL/ptc/ONCOR/Electric/75001
9686,ONCOR ELECTRIC DELIVERY COMPANY,FRONTIER UTILITIES,Power As You Go VIP,10.6,9.5,8.9,Variable,3,0,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYG_VIP
9709,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Saver - NO GIMMICKS - 24,7.9,7.7,7.6,Fixed,24,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA24J20171-448124.pdf
9886,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Prime Plus - 24,12.2,3.1,7.1,Fixed,24,16,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/PRMPL24K10171-463010.pdf
9761,ONCOR ELECTRIC DELIVERY COMPANY,BOUNCE ENERGY INC,Amazing 18,10.2,9.2,8.7,Fixed,18,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/amazing18-050217.pdf
9847,ONCOR ELECTRIC DELIVERY COMPANY,RELIANT,Secure Advantage 24,9.9,7.4,7.1,Fixed,24,5,FALSE,FALSE,FALSE,http://www.reliant.com/files/09017518812d5005.pdf
9682,ONCOR ELECTRIC DELIVERY COMPANY,FRONTIER UTILITIES,Power As You Go Online Plan,11.7,10.3,9.5,Variable,1,6,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PAYGOP
9661,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Saver - NO GIMMICKS - 18,8.1,7.9,7.8,Fixed,18,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA18J17171-445891.pdf
9666,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Saver - NO GIMMICKS - 6,8.5,8.3,8.2,Fixed,6,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA06J06171-442478.pdf
9642,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Texas Refresh 24,11.9,11.4,11.1,Fixed,24,100,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY1F24005_20170425_eng_f35faa64-0e92-4d98-91cd-c43a3cb97b9a.pdf
9637,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Entrust 24,11.4,10.9,10.6,Fixed,24,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F24024_20170425_eng_0fb2925f-6fab-4968-8215-5201c42a2d61.pdf
8786,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,EveryDay EveryNight Low Price Plan,12.2,9.7,9.4,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39546&rkey=13600|2020|1004|19587
8387,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,TXU Energy Smart Edge 12,12,7.5,9.7,Fixed,12,9,FALSE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SMTED12AS&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR
8878,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,SMART Energy 12,9.7,9.2,8.9,Fixed,12,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-WBH-12mo.pdf
8880,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,SMART Energy 36,9.1,8.6,8.3,Fixed,36,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-WBH-36mo.pdf
8592,ONCOR ELECTRIC DELIVERY COMPANY,BREEZE ENERGY LLC,Breeze 18 - 100% Pure. 100% Green. 100% Texas Wind.,9.2,8.4,7.9,Fixed,18,100,FALSE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_18month_en.pdf
7793,ONCOR ELECTRIC DELIVERY COMPANY,HINO ELECTRIC POWER COMPANY,DollarSave Pre-paid,8.9,8.9,8.9,Variable,0,0,TRUE,FALSE,FALSE,https://signup.hinoelectric.com/PDFDocs/EFL_24022016114903.pdf
7704,ONCOR ELECTRIC DELIVERY COMPANY,IGS ENERGY,Fixed rate for 12 billing cycle(s).,10.8,9.4,9.4,Fixed,12,100,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETTXU12FIXED09PP00RGGTXPROMO1
7583,ONCOR ELECTRIC DELIVERY COMPANY,BREEZE ENERGY LLC,Introductory Month to Month - 100% Pure. 100% Green. 100% Texas Wind.,8.2,7.3,6.9,Variable,0,100,FALSE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_MtoM_en.pdf
6633,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant Green 36 Month,13.6,10.8,10.6,Fixed,36,100,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BG/36/P0000/EN
6614,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant Green 24 Month,13.4,10.6,10.4,Fixed,24,100,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BG/24/P0000/EN
6657,ONCOR ELECTRIC DELIVERY COMPANY,BREEZE ENERGY LLC,PAY AS YOU GO PLAN - 100% Pure. 100% Green. 100% Texas Wind.,10.3,9.3,8.8,Variable,0,100,TRUE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_prepaid_eng.pdf
6675,ONCOR ELECTRIC DELIVERY COMPANY,BREEZE ENERGY LLC,Breeze 12 - 100% Pure. 100% Green. 100% Texas Wind.,8.5,7.6,7.1,Fixed,12,100,FALSE,FALSE,FALSE,https://breezeenergy.com/documents/Breeze_EFL_12month_en.pdf
6714,ONCOR ELECTRIC DELIVERY COMPANY,AMIGO ENERGY,Amigo Essentials 18 Month,12.8,8.6,8.5,Fixed,18,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F27329_3698748.pdf
6598,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant Green 12 Month,13.2,10.4,10.2,Fixed,12,100,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BG/12/P0000/EN
6588,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant Green 6 Month,13.5,10.7,10.5,Fixed,6,100,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BG/6/P0000/EN
6578,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant AutoSave 36 Month,12.9,10.1,9.9,Fixed,36,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BA/36/P0000/EN
6568,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant AutoSave 24 Month,12.7,9.9,9.7,Fixed,24,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BA/24/P0000/EN
6558,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant AutoSave 12 Month,12.5,9.7,9.5,Fixed,12,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BA/12/P0000/EN
6547,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant AutoSave 6 Month,12.8,10,9.8,Fixed,6,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BA/6/P0000/EN
6468,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Green Energy-12,8.2,7.7,7.5,Fixed,12,100,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=138&term=12138
6458,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-24,8.7,8.2,8,Fixed,24,13,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=142&term=24142
6451,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-12,7.9,7.4,7.2,Fixed,12,13,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=137&term=12137
5886,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,11.1,8.4,8.1,Fixed,3,11,FALSE,FALSE,FALSE,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALL051117.pdf
6033,ONCOR ELECTRIC DELIVERY COMPANY,TARA ENERGY,Tara Energy Simplicity 12,13.3,9.1,9,Fixed,12,11,FALSE,FALSE,FALSE,https://webs.taraenergy.com/EFLPDFS/TE_Res_EFL_F39003_3698855.pdf
6079,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,Gexa Green 12,13.5,11,10.7,Fixed,12,100,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39582&rkey=8480|1001|1004|19605
6080,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,Gexa 12,13.3,10.8,10.5,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39560&rkey=8480|1320|1004|19594
5779,ONCOR ELECTRIC DELIVERY COMPANY,PENNYWISE POWER ,Wise Buy 3,7.9,7.4,7.1,Fixed,3,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/0901751881337334.pdf
5727,ONCOR ELECTRIC DELIVERY COMPANY,PENNYWISE POWER ,Wise Buy 4,10.5,9,8.2,Fixed,4,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/0901751881336267.pdf
5503,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,12 Months Texas Summer Savings Product,11.4,8.7,8.4,Fixed,12,11,FALSE,FALSE,FALSE,https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALL051117.pdf
5388,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Entrust 3,12.4,11.9,11.6,Fixed,3,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F3017_20170425_eng_d8aeb254-2965-47f9-94b4-dddf36d810bf.pdf
5368,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,9 Months Texas Summer Savings Product,11.4,8.7,8.4,Fixed,9,11,FALSE,FALSE,FALSE,https://www.summerenergy.com/PDF/EFL9MPTCSUMRES4M9ALL051117.pdf
5369,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,6 Months Texas Summer Savings Product,11.8,9.1,8.7,Fixed,6,11,FALSE,FALSE,FALSE,https://www.summerenergy.com/PDF/EFL6MPTCSUMRES4M9ALL051117.pdf
5393,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Entrust 6,11.9,11.4,11.1,Fixed,6,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F6001_20170425_eng_41cb4f6f-c162-4526-9b2c-19ea29c54979.pdf
5115,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Entrust Monthly,12.8,12.3,12,Variable,0,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1V1036_20170425_eng_c7324bfe-41b7-495d-b407-53aed1f1150c.pdf
5097,ONCOR ELECTRIC DELIVERY COMPANY,BOUNCE ENERGY INC,Fast Fixed 4,11.3,10.3,9.8,Fixed,4,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/fastfixed4-040417.pdf
4758,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,TXU Energy FlexPower,13,12.3,11.9,Indexed,0,6,TRUE,FALSE,FALSE,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXPREPA0000AG&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR
4535,ONCOR ELECTRIC DELIVERY COMPANY,FRONTIER UTILITIES,Platinum Power As You Go,12.2,11.1,10.5,Variable,1,0,TRUE,FALSE,FALSE,http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=PLAT_PAYG
4499,ONCOR ELECTRIC DELIVERY COMPANY,AP GAS & ELECTRIC (TX) LLC,Affordable Saver 12,9.7,7.9,7.9,Fixed,12,12,FALSE,FALSE,FALSE,https://enroll.apge.com/Offer/getDocument?documentId=10&offerCode=ONC_RES_12_FIXED_WEB
4809,ONCOR ELECTRIC DELIVERY COMPANY,PENNYWISE POWER ,Wise Buy 7,8,7.5,7.2,Fixed,7,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/090175188133626f.pdf
4811,ONCOR ELECTRIC DELIVERY COMPANY,PENNYWISE POWER ,Wise Buy 12,10.9,8.4,8.1,Fixed,12,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/09017518812c54ad.pdf
4683,ONCOR ELECTRIC DELIVERY COMPANY,RELIANT,Reliant Clear Flex Plan,10.7,8.2,7.9,Variable,1,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812aa874.pdf
4439,ONCOR ELECTRIC DELIVERY COMPANY,JUST ENERGY,Power Flex,11.3,10.1,10,Variable,1,11,FALSE,FALSE,TRUE,http://bit.ly/2mVRrcA
4371,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Texas Refresh 12,11.7,11.2,10.9,Fixed,12,100,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXY1F12037_20170425_eng_49c1f0c0-d610-438b-8e33-65a2b2b5b10c.pdf
4369,ONCOR ELECTRIC DELIVERY COMPANY,ENTRUST ENERGY INC,Entrust 12,11.2,10.7,10.4,Fixed,12,11,FALSE,FALSE,FALSE,https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN1F12035_20170425_eng_6aa8349d-7fce-4c27-a14a-ae48d33ce76e.pdf
4320,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Operation USO AutoPay E-Plan ,11.1,8.6,8.4,Fixed,24,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen-uso.pdf
4191,ONCOR ELECTRIC DELIVERY COMPANY,BRILLIANT ENERGY LLC,Brilliant Freedom 6 Month,13.2,10.4,10.2,Fixed,6,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/6/P0000/EN
4161,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan ,11.2,8.7,8.5,Fixed,36,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-36-green.pdf
4155,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan ,10.8,8.3,8.1,Fixed,36,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen.pdf
4150,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11,8.5,8.3,Fixed,36,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-36-nongreen-tree.pdf
4142,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Operation USO AutoPay E-plan,11.1,8.6,8.4,Fixed,36,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-36-nongreen-uso.pdf
4127,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Operation USO AutoPay E-Plan,9.4,6.9,6.7,Variable,1,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-uso.pdf
4137,ONCOR ELECTRIC DELIVERY COMPANY,YEP,Operation USO AutoPay E-plan,11,8.5,8.3,Fixed,12,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen-uso.pdf
